RID,SID,text,polarity,category,target 
1147,1147:0,Yemek servisi ve lezzeti iyi bir restaurant.,positive,SERVICE#GENERAL,Yemek servisi
1147,1147:0,Yemek servisi ve lezzeti iyi bir restaurant.,positive,FOOD#QUALITY,lezzeti
1147,1147:1,Servis Süreleri biraz uzun birde bulunduğu mekana ve mekanın fiziksel kalitesine göre fiyatlar pahalı.,negative,SERVICE#GENERAL,Servis Süreleri
1147,1147:1,Servis Süreleri biraz uzun birde bulunduğu mekana ve mekanın fiziksel kalitesine göre fiyatlar pahalı.,negative,RESTAURANT#PRICES,fiyatlar
1147,1147:2,Daha mütevazı menu fiyatları olsa daha sık ziyaret edilebilir,negative,RESTAURANT#PRICES,menu fiyatları
1148,1148:0,Çikolatalı baklavasına bayılıyorum kesinlikle en favori tatlım.,positive,FOOD#QUALITY,Çikolatalı baklavasına
1148,1148:1,Diğer bütün tatlılarının kalitesi ve lezzeti üst seviyede.,positive,FOOD#QUALITY,tatlılarının kalitesi ve lezzeti
1148,1148:2,Güllüoğlu bu konuda uzman.,positive,RESTAURANT#GENERAL,Güllüoğlu
1149,1149:0,Nusret etin prensi diyorsak bildiğimiz var ki diyoruz.,positive,FOOD#QUALITY,etin
1149,1149:1,😎 Etleri muhteşem lezzetliydi.,positive,FOOD#QUALITY,Etleri
1149,1149:2,Evde de aynısını bir aşçı adayı olarak yapsam bile Nusret'inki farklı.,positive,FOOD#QUALITY,Nusret'inki
1149,1149:3,Kaliteli yemek sevenler mutlaka gitsin denesin.,positive,FOOD#QUALITY,yemek
1150,1150:0,Jumbo combo ve kola istedim ama börek ve tavuk parçaları dışındaki tatlar bana göre değildi.,positive,FOOD#QUALITY,börek ve tavuk parçaları
1150,1150:0,Jumbo combo ve kola istedim ama börek ve tavuk parçaları dışındaki tatlar bana göre değildi.,neutral,FOOD#QUALITY,Jumbo combo ve kola
1150,1150:1,Sosları sevmedim ve soğan halkalarının tadı tatlı geldi.,negative,FOOD#QUALITY,Sosları
1150,1150:1,Sosları sevmedim ve soğan halkalarının tadı tatlı geldi.,positive,FOOD#QUALITY,soğan halkalarının tadı
1150,1150:2,Nachos istemediğime pişman oldum.,positive,FOOD#QUALITY,Nachos
1150,1150:3,Cumartesi olmasına rağmen sakindi.,positive,AMBIENCE#GENERAL,NULL
1150,1150:4,Telefonun şebekesi çekmediği için wifi ye bağlanmak istedim ama oturduğum müddetçe başarılı olmadım.,negative,SERVICE#GENERAL,wifi
1150,1150:5,Servis hızlı ve çalışanları pozitifti.,positive,SERVICE#GENERAL,Servis
1150,1150:5,Servis hızlı ve çalışanları pozitifti.,positive,SERVICE#GENERAL,çalışanları
1150,1150:6,Güzel bir cafe ama maalesef hard rock değil.,negative,AMBIENCE#GENERAL,hard rock
1150,1150:6,Güzel bir cafe ama maalesef hard rock değil.,positive,RESTAURANT#GENERAL,cafe
1151,1151:0,"açıkçası çokta tavsiye edilecek bir yer değil bence , press ile yanyana olunca bir orayada bakayim dedim fakat oturmamla kalkmam bir oldu .",negative,RESTAURANT#GENERAL,yer
1151,1151:1,Sadece Türk kahvesi var ve bir sürü çay çeşidi tadlari belki güzeldir ama hem pahali hem gereksiz bir yer bence,negative,RESTAURANT#GENERAL,yer
1151,1151:1,Sadece Türk kahvesi var ve bir sürü çay çeşidi tadlari belki güzeldir ama hem pahali hem gereksiz bir yer bence,negative,RESTAURANT#PRICES,yer
1152,1152:0,Birde burdaki yerini deniyeyim dedim geçenlerde ama tam bir hayal kirikligi garsonlar asiri ilgisiz kebaplar diger subelerine göre basarisiz cok sarimsakli ve rahatsiz edici manzara gibi bir olayi yok bridge 'in tam tersi tarafinda kaldigi icin evlere bakiyor bos bos gitmeye degecek bir yer degil lezzette kötü zaten ilk ve son gidisim olacak fakat servis için göztepe subesi gerçekten güzel salatalari bile paket sekilde gonderiyor .,negative,AMBIENCE#GENERAL,manzara
1152,1152:0,Birde burdaki yerini deniyeyim dedim geçenlerde ama tam bir hayal kirikligi garsonlar asiri ilgisiz kebaplar diger subelerine göre basarisiz cok sarimsakli ve rahatsiz edici manzara gibi bir olayi yok bridge 'in tam tersi tarafinda kaldigi icin evlere bakiyor bos bos gitmeye degecek bir yer degil lezzette kötü zaten ilk ve son gidisim olacak fakat servis için göztepe subesi gerçekten güzel salatalari bile paket sekilde gonderiyor .,negative,FOOD#QUALITY,kebaplar
1152,1152:0,Birde burdaki yerini deniyeyim dedim geçenlerde ama tam bir hayal kirikligi garsonlar asiri ilgisiz kebaplar diger subelerine göre basarisiz cok sarimsakli ve rahatsiz edici manzara gibi bir olayi yok bridge 'in tam tersi tarafinda kaldigi icin evlere bakiyor bos bos gitmeye degecek bir yer degil lezzette kötü zaten ilk ve son gidisim olacak fakat servis için göztepe subesi gerçekten güzel salatalari bile paket sekilde gonderiyor .,negative,FOOD#QUALITY,lezzette
1152,1152:0,Birde burdaki yerini deniyeyim dedim geçenlerde ama tam bir hayal kirikligi garsonlar asiri ilgisiz kebaplar diger subelerine göre basarisiz cok sarimsakli ve rahatsiz edici manzara gibi bir olayi yok bridge 'in tam tersi tarafinda kaldigi icin evlere bakiyor bos bos gitmeye degecek bir yer degil lezzette kötü zaten ilk ve son gidisim olacak fakat servis için göztepe subesi gerçekten güzel salatalari bile paket sekilde gonderiyor .,negative,RESTAURANT#GENERAL,NULL
1152,1152:0,Birde burdaki yerini deniyeyim dedim geçenlerde ama tam bir hayal kirikligi garsonlar asiri ilgisiz kebaplar diger subelerine göre basarisiz cok sarimsakli ve rahatsiz edici manzara gibi bir olayi yok bridge 'in tam tersi tarafinda kaldigi icin evlere bakiyor bos bos gitmeye degecek bir yer degil lezzette kötü zaten ilk ve son gidisim olacak fakat servis için göztepe subesi gerçekten güzel salatalari bile paket sekilde gonderiyor .,negative,SERVICE#GENERAL,garsonlar
1152,1152:0,Birde burdaki yerini deniyeyim dedim geçenlerde ama tam bir hayal kirikligi garsonlar asiri ilgisiz kebaplar diger subelerine göre basarisiz cok sarimsakli ve rahatsiz edici manzara gibi bir olayi yok bridge 'in tam tersi tarafinda kaldigi icin evlere bakiyor bos bos gitmeye degecek bir yer degil lezzette kötü zaten ilk ve son gidisim olacak fakat servis için göztepe subesi gerçekten güzel salatalari bile paket sekilde gonderiyor .,positive,SERVICE#GENERAL,göztepe subesi
1153,1153:0,"Dostlarinizla birlikte gürültüden uzak, bir seyler içme düsüncesindeyseniz birbirinizin sesini rahatlikla duyabileceginiz mükemmel bir yer Limonlu Bahçe.",positive,AMBIENCE#GENERAL,yer
1153,1153:1,Bahçesindeki kedilerinin birbirini kovalamasi ise mutluluktan midenizde kelebekler uçurtuyor!,positive,AMBIENCE#GENERAL,Bahçesindeki kedilerinin
1153,1153:2,Tek sorun siparisin çok geç gelmesi ve yemeklerin performans-fiyat birlikteliginin tutarli olmamasi,negative,FOOD#PRICES,fiyat
1153,1153:2,Tek sorun siparisin çok geç gelmesi ve yemeklerin performans-fiyat birlikteliginin tutarli olmamasi,negative,SERVICE#GENERAL,siparisin
1154,1154:0,"Popülerliğin etkisiyle kaliteyi düşüren, malzemeyi azaltan bir yer oldu.",negative,RESTAURANT#GENERAL,NULL
1154,1154:0,"Popülerliğin etkisiyle kaliteyi düşüren, malzemeyi azaltan bir yer oldu.",negative,FOOD#STYLE_OPTIONS,malzemeyi
1154,1154:1,Baklavada fıstığı ara ki bulasın.,negative,FOOD#STYLE_OPTIONS,fıstığı
1154,1154:2,"Paket alınan baklavaların bayat olma ihtimali yüksek, dikkatli olun.",negative,FOOD#QUALITY,baklavaların
1154,1154:3,Su böreği de kötü.,negative,FOOD#QUALITY,Su böreği
1154,1154:4,Zaten o kalabalıkta oturmaya o gürültüyü çekmeye bile değmez.,negative,AMBIENCE#GENERAL,NULL
1155,1155:0,Normal mekan normal tatlar.,neutral,FOOD#QUALITY,tatlar
1155,1155:0,Normal mekan normal tatlar.,neutral,AMBIENCE#GENERAL,mekan
1155,1155:1,Övgü üzerine gitmiştik ama fazla beklentiye girince bazen normal bulacağınız şeyi de bepenmeyebiliyorsunuz.,negative,RESTAURANT#GENERAL,NULL
1155,1155:2,Bence istanbulda iyi denilen mekanlarda bile meze probleni var.,negative,FOOD#QUALITY,meze
1155,1155:3,Sıradan lezzetler.,neutral,FOOD#QUALITY,lezzetler
1155,1155:4,Burda da aynı durum geçerli işte,neutral,RESTAURANT#GENERAL,Burda
1156,1156:0,Her zaman keyifli - Her zaman keyifle gittigim mekanlardan biri olmustur.,positive,RESTAURANT#GENERAL,mekanlardan
1156,1156:1,Bahçesi çok güzel.,positive,AMBIENCE#GENERAL,Bahçesi
1156,1156:2,Misafirlerini çok güzel host ediyorlar.,positive,SERVICE#GENERAL,host ediyorlar
1156,1156:3,Canyon Road ve Big Burger her zaman favorimdir.,positive,FOOD#QUALITY,Canyon Road
1156,1156:3,Canyon Road ve Big Burger her zaman favorimdir.,positive,FOOD#QUALITY,Big Burger
1157,1157:3,cok yuksek sesle gulup egleniyorlar.,negative,AMBIENCE#GENERAL,NULL
1158,1158:0,Ugramadan geçmeyin - Konum olarak güzel bir yere kurulan ve disaridan geçerken görsel olarak içeri çagiran ayrica içeri girildiginde de pisman etmeyen bir mekan.,positive,AMBIENCE#GENERAL,mekan
1158,1158:0,Ugramadan geçmeyin - Konum olarak güzel bir yere kurulan ve disaridan geçerken görsel olarak içeri çagiran ayrica içeri girildiginde de pisman etmeyen bir mekan.,positive,LOCATION#GENERAL,Konum
1158,1158:1,"Burasi oldukça lezzetli yemekler yapiyor ve sunum, hijyen, herkes çok sicak kesinlikle gidilmeli.",positive,FOOD#QUALITY,yemekler
1158,1158:1,"Burasi oldukça lezzetli yemekler yapiyor ve sunum, hijyen, herkes çok sicak kesinlikle gidilmeli.",positive,SERVICE#GENERAL,sunum
1159,1159:0,"Güzel manzara, yetersiz menü - Otagtepe'nin manzarasi çok güzel ancak ne yazik ki bu manzaraya uyacak bir menü zenginligi, yemek kalitesi yok.",positive,AMBIENCE#GENERAL,manzara
1159,1159:0,"Güzel manzara, yetersiz menü - Otagtepe'nin manzarasi çok güzel ancak ne yazik ki bu manzaraya uyacak bir menü zenginligi, yemek kalitesi yok.",positive,AMBIENCE#GENERAL,Otagtepe'nin manzarasi
1159,1159:0,"Güzel manzara, yetersiz menü - Otagtepe'nin manzarasi çok güzel ancak ne yazik ki bu manzaraya uyacak bir menü zenginligi, yemek kalitesi yok.",negative,FOOD#QUALITY,yemek
1159,1159:0,"Güzel manzara, yetersiz menü - Otagtepe'nin manzarasi çok güzel ancak ne yazik ki bu manzaraya uyacak bir menü zenginligi, yemek kalitesi yok.",negative,FOOD#STYLE_OPTIONS,menü
1159,1159:1,Hizmet kalitesi de iyi degil.,negative,SERVICE#GENERAL,Hizmet kalitesi
1160,1160:0,Deniz mahsullü pizzası güzel değil.,negative,FOOD#QUALITY,Deniz mahsullü pizzası
1160,1160:1,"Riske girmeden hamburger, wrap, sandviç tarzı bir şey söylemek en mantıklısı.",neutral,AMBIENCE#GENERAL,"hamburger, wrap, sandviç"
1160,1160:2,Ayrıca rezervasyon alıyorlar ki Numnum'sınız siz havanız kime diyesi geliyor insanın.,negative,SERVICE#GENERAL,rezervasyon
1161,1161:1,Fırında makarnasını denedim ama çok beğendiğimi söyleyemeyeceğim.,negative,FOOD#QUALITY,Fırında makarnasını
1162,1162:0,"3 aydir haftasonlari ugrak noktamizdi, Kahvehane gibi maç ücreti 10 tl diye yazdilar yaa o gun bizim gozumuzde bitti.",negative,RESTAURANT#PRICES,maç ücreti
1162,1162:1,Gidicekler simdiden dikkatli olsun.,negative,RESTAURANT#GENERAL,NULL
1163,1163:0,"Mudavimi oldugum diger mekanim, ascisi super yemekler cikariyor isletmecisini cok seviyoruz , balli tavuk salata , yesil mercimek corbasi, kestanesi suflesi ve birbirinden saglikli fresh meyve sulari deneyin derim ,bogazin gobeginde yemeginizi yemenin keyfine varin",positive,RESTAURANT#GENERAL,mekanim
1163,1163:0,"Mudavimi oldugum diger mekanim, ascisi super yemekler cikariyor isletmecisini cok seviyoruz , balli tavuk salata , yesil mercimek corbasi, kestanesi suflesi ve birbirinden saglikli fresh meyve sulari deneyin derim ,bogazin gobeginde yemeginizi yemenin keyfine varin",positive,FOOD#QUALITY,yesil mercimek corbasi
1163,1163:0,"Mudavimi oldugum diger mekanim, ascisi super yemekler cikariyor isletmecisini cok seviyoruz , balli tavuk salata , yesil mercimek corbasi, kestanesi suflesi ve birbirinden saglikli fresh meyve sulari deneyin derim ,bogazin gobeginde yemeginizi yemenin keyfine varin",positive,FOOD#QUALITY,kestanesi suflesi
1163,1163:0,"Mudavimi oldugum diger mekanim, ascisi super yemekler cikariyor isletmecisini cok seviyoruz , balli tavuk salata , yesil mercimek corbasi, kestanesi suflesi ve birbirinden saglikli fresh meyve sulari deneyin derim ,bogazin gobeginde yemeginizi yemenin keyfine varin",positive,FOOD#QUALITY,balli tavuk salata
1163,1163:0,"Mudavimi oldugum diger mekanim, ascisi super yemekler cikariyor isletmecisini cok seviyoruz , balli tavuk salata , yesil mercimek corbasi, kestanesi suflesi ve birbirinden saglikli fresh meyve sulari deneyin derim ,bogazin gobeginde yemeginizi yemenin keyfine varin",positive,DRINKS#QUALITY,fresh meyve sulari
1163,1163:0,"Mudavimi oldugum diger mekanim, ascisi super yemekler cikariyor isletmecisini cok seviyoruz , balli tavuk salata , yesil mercimek corbasi, kestanesi suflesi ve birbirinden saglikli fresh meyve sulari deneyin derim ,bogazin gobeginde yemeginizi yemenin keyfine varin",positive,AMBIENCE#GENERAL,bogazin gobeginde
1163,1163:0,"Mudavimi oldugum diger mekanim, ascisi super yemekler cikariyor isletmecisini cok seviyoruz , balli tavuk salata , yesil mercimek corbasi, kestanesi suflesi ve birbirinden saglikli fresh meyve sulari deneyin derim ,bogazin gobeginde yemeginizi yemenin keyfine varin",positive,SERVICE#GENERAL,isletmecisini
1164,1164:0,Fethipaşa korusunun içinde bulunan manzarasına göre uygun fiyata sahip salaş şık aileye uygun bir mekan.,positive,RESTAURANT#PRICES,fiyata
1164,1164:0,Fethipaşa korusunun içinde bulunan manzarasına göre uygun fiyata sahip salaş şık aileye uygun bir mekan.,neutral,LOCATION#GENERAL,bulunan
1164,1164:0,Fethipaşa korusunun içinde bulunan manzarasına göre uygun fiyata sahip salaş şık aileye uygun bir mekan.,positive,AMBIENCE#GENERAL,manzarasına
1164,1164:1,özellikle yaz akşamları terasında semaver çayını denemelisiniz,positive,DRINKS#QUALITY,semaver çayını
1165,1165:0,yaz ayları için bahçesi beşiktaş'taki en ferah yer olabilir.,positive,AMBIENCE#GENERAL,bahçesi
1165,1165:1,"yemekleri lezzetli, servis hızlı ve çalışanlar güler yüzlü.",positive,FOOD#QUALITY,yemekleri
1165,1165:1,"yemekleri lezzetli, servis hızlı ve çalışanlar güler yüzlü.",positive,SERVICE#GENERAL,çalışanlar
1165,1165:1,"yemekleri lezzetli, servis hızlı ve çalışanlar güler yüzlü.",positive,SERVICE#GENERAL,servis
1165,1165:2,iç dekorasyonu da gayet hoş.,positive,AMBIENCE#GENERAL,iç dekorasyonu
1165,1165:3,müzikler de ortam ile uyumlu.,positive,AMBIENCE#GENERAL,müzikler
1166,1166:0,Malesef ki sadece pazar günü brunch veren bir yer.,negative,FOOD#STYLE_OPTIONS,brunch
1166,1166:1,Kahvaltısını denemediyseniz denemelisiniz çok fazla çeşit var hatta hangisini yesek diye şaşırıyorsunuz.,positive,FOOD#STYLE_OPTIONS,Kahvaltısını
1166,1166:2,Saatlerce pazar keyfi yapabilceğimiz bir yer.,positive,RESTAURANT#GENERAL,yer
1166,1166:3,Manzarasına zaten diyecek tek bir kelime yok.,positive,AMBIENCE#GENERAL,Manzarasına
1166,1166:4,Böyle bir yerin tabi ki fiyatları Pahalı.,negative,RESTAURANT#PRICES,fiyatları
1166,1166:5,"Garsonlar ilgili, yemekler güzel",positive,FOOD#QUALITY,yemekler
1166,1166:5,"Garsonlar ilgili, yemekler güzel",positive,SERVICE#GENERAL,Garsonlar
1167,1167:0,Tuzlanın meşhur balıkçısı.,positive,RESTAURANT#GENERAL,balıkçısı
1167,1167:1,Eskiye nazaran kalitesi oldukça düşük.,negative,RESTAURANT#GENERAL,kalitesi
1167,1167:2,Eskiden mekan daha ufak sınırlı sayıda müşteriye hizmet eden ama kalitesini bozmayan bir yerdi.,negative,RESTAURANT#GENERAL,yerdi
1167,1167:3,Maalesef son 1 senede kalitesinde ve serviste epey sıkıntılı.,negative,SERVICE#GENERAL,serviste
1167,1167:3,Maalesef son 1 senede kalitesinde ve serviste epey sıkıntılı.,negative,RESTAURANT#GENERAL,kalitesinde
1168,1168:0,Tatlilari da denenmeli bence.,positive,FOOD#QUALITY,Tatlilari
1168,1168:1,Manzarasi da ayrica güzeldir.,positive,AMBIENCE#GENERAL,Manzarasi
1169,1169:0,Plaza insanı için öğle yemeklerinde bir alternatif kanımca.,positive,RESTAURANT#GENERAL,alternatif
1169,1169:2,Ev yemeklerini hakettiğinden pahalıya sattıklarını düşünüyorum.,negative,FOOD#PRICES,Ev yemeklerini
1170,1170:0,Göksunun kenarında çok şirin bir yer.,positive,AMBIENCE#GENERAL,yer
1170,1170:1,Yemekleri de gayet lezzetliydi.,positive,FOOD#QUALITY,Yemekleri
1170,1170:2,Görselliğe pek önem vermedikleri aşikar yine de.,negative,AMBIENCE#GENERAL,Görselliğe
1170,1170:3,Ama hizmet konusunda on puan veriyorum,positive,SERVICE#GENERAL,hizmet
1171,1171:0,Uzun zamandan sonra yediğim en güzel kofte idi.,positive,FOOD#QUALITY,kofte
1171,1171:1,hamburgerde çok güzeldi.,positive,FOOD#QUALITY,hamburgerde
1171,1171:2,roka salatası Güveçte mantarda başarılı idi.,positive,FOOD#QUALITY,roka salatası
1171,1171:2,roka salatası Güveçte mantarda başarılı idi.,positive,FOOD#QUALITY,Güveçte mantarda
1171,1171:3,biz kahvaltısında denemek üzere tekrar geliriz,positive,RESTAURANT#GENERAL,NULL
1172,1172:0,İstanbul'da daha fazla olması istenen mekanlardan.,positive,RESTAURANT#GENERAL,mekanlardan
1172,1172:1,Dizaynı güzel.,positive,AMBIENCE#GENERAL,Dizaynı
1172,1172:2,Kalabalık olduğunda bile çevrenizdeki masalarla iç içe hissettirmeyecek kadar ferah.,positive,AMBIENCE#GENERAL,NULL
1172,1172:3,Özellikle Boğaziçi Üniversitesi öğrencilerinin sıkça uğraması gereken bir mekan.,positive,RESTAURANT#GENERAL,mekan
1172,1172:4,Yemek menüsü geliştirilebilir.,negative,FOOD#STYLE_OPTIONS,Yemek menüsü
1172,1172:5,Fiyatlar gayet uygun.,positive,RESTAURANT#PRICES,Fiyatlar
1173,1173:0,Quattro Stagioni ve Orto'yu denedik ancak beklentilerimizin altında kaldı.,negative,FOOD#QUALITY,Quattro Stagioni ve Orto'yu
1173,1173:1,Pizzalarından ziyade tiramusu çok daha başarılı.,negative,FOOD#QUALITY,Pizzalarından
1173,1173:1,Pizzalarından ziyade tiramusu çok daha başarılı.,positive,FOOD#QUALITY,tiramusu
1173,1173:2,Bir de dükkanın minyatür haldeki maketi çok tatlı.,positive,AMBIENCE#GENERAL,maketi
1174,1174:0,Cok fazla kisiye servis yapildigi icin cok basarili bulmuyorum mezeler dunden kalma gibi etler cok guzel degil yanliz adana kebabi fena degil ama daha iyileri oldugu icin baska yerde denemede fayda var,negative,AMBIENCE#GENERAL,etler
1174,1174:0,Cok fazla kisiye servis yapildigi icin cok basarili bulmuyorum mezeler dunden kalma gibi etler cok guzel degil yanliz adana kebabi fena degil ama daha iyileri oldugu icin baska yerde denemede fayda var,neutral,FOOD#QUALITY,adana kebabi
1174,1174:0,Cok fazla kisiye servis yapildigi icin cok basarili bulmuyorum mezeler dunden kalma gibi etler cok guzel degil yanliz adana kebabi fena degil ama daha iyileri oldugu icin baska yerde denemede fayda var,negative,FOOD#QUALITY,mezeler
1174,1174:0,Cok fazla kisiye servis yapildigi icin cok basarili bulmuyorum mezeler dunden kalma gibi etler cok guzel degil yanliz adana kebabi fena degil ama daha iyileri oldugu icin baska yerde denemede fayda var,negative,SERVICE#GENERAL,servis
1175,1175:0,Orta...,neutral,RESTAURANT#GENERAL,NULL
1175,1175:1,- Ambiansi hos.,positive,AMBIENCE#GENERAL,Ambiansi
1175,1175:2,"Yemekleri basarili bulmuyorum, burgerler lezzetsiz, fajita için kullandiklari et uygun degil.",negative,FOOD#QUALITY,fajita
1175,1175:2,"Yemekleri basarili bulmuyorum, burgerler lezzetsiz, fajita için kullandiklari et uygun degil.",negative,FOOD#QUALITY,Yemekleri
1175,1175:2,"Yemekleri basarili bulmuyorum, burgerler lezzetsiz, fajita için kullandiklari et uygun degil.",negative,FOOD#QUALITY,burgerler
1175,1175:3,Genelde çok kalabalik oldugu için de servis kosturmaca içinde yapiliyor.,negative,SERVICE#GENERAL,servis
1176,1176:0,Kadıköy'de yemek yenecek en iyi yerlerden birisi Happy Moon's.,positive,FOOD#QUALITY,yemek
1176,1176:1,Günün her saatinde gelinebilir.,positive,RESTAURANT#GENERAL,NULL
1176,1176:2,Servis hızlı sayılır mekan dekorasyonu gerçekten güzel.,positive,SERVICE#GENERAL,Servis
1176,1176:2,Servis hızlı sayılır mekan dekorasyonu gerçekten güzel.,positive,AMBIENCE#GENERAL,mekan dekorasyonu
1177,1177:0,Manzara muhtesem ama servis icin ayni seyi soyleyemeyecegim.,negative,SERVICE#GENERAL,servis
1177,1177:0,Manzara muhtesem ama servis icin ayni seyi soyleyemeyecegim.,positive,AMBIENCE#GENERAL,Manzara
1177,1177:1,Peynirli omlet ve menemen lezzetliydi ama patates kizartmasi fazla yag cekmisti.,positive,FOOD#QUALITY,Peynirli omlet ve menemen
1177,1177:1,Peynirli omlet ve menemen lezzetliydi ama patates kizartmasi fazla yag cekmisti.,negative,FOOD#QUALITY,patates kizartmasi
1177,1177:2,Gelen kahveler de maalesef sogumustu.,negative,DRINKS#QUALITY,kahveler
1178,1178:0,Abartildigini düsünüyorum.,negative,RESTAURANT#GENERAL,NULL
1178,1178:1,Getirilen patates kizartmasi için kullanilan yag kaçinci kere kullanilmissa üzerinde siyahlasmis yag kalintilari vardi ve patatesler birakin çitir olmayi hamur gibiydi.,negative,FOOD#QUALITY,patates kizartmasi
1178,1178:1,Getirilen patates kizartmasi için kullanilan yag kaçinci kere kullanilmissa üzerinde siyahlasmis yag kalintilari vardi ve patatesler birakin çitir olmayi hamur gibiydi.,negative,FOOD#STYLE_OPTIONS,patatesler
1178,1178:2,Domates/salatalik sögüs beklemekten pörsümüstü.,negative,FOOD#QUALITY,Domates/salatalik sögüs
1178,1178:3,Etrafta kaotik bir hareketlilik yasanmasi yediginizden keyif almanizi zorlastiriyor.,negative,AMBIENCE#GENERAL,Etrafta
1178,1178:4,Üzerine ortalama bir döner olunca ben tekrar gidecegimi sanmam.,neutral,FOOD#QUALITY,döner
1178,1178:4,Üzerine ortalama bir döner olunca ben tekrar gidecegimi sanmam.,negative,RESTAURANT#GENERAL,NULL
1179,1179:0,Bayıldığım bir yer mekan çok hoş her mezeyi tatmak gerekli evet keşke fiyatlar daha insani boyutta olsa muhteşem olurdu ama ne yapayım o kadar keyif alıyorum ki verdiğimiz para can acıtmıyor sadece daha seyrek gitmemize sebep oluyor ortam yemekler ve müzik herşey harika,positive,AMBIENCE#GENERAL,müzik
1179,1179:0,Bayıldığım bir yer mekan çok hoş her mezeyi tatmak gerekli evet keşke fiyatlar daha insani boyutta olsa muhteşem olurdu ama ne yapayım o kadar keyif alıyorum ki verdiğimiz para can acıtmıyor sadece daha seyrek gitmemize sebep oluyor ortam yemekler ve müzik herşey harika,positive,FOOD#QUALITY,mezeyi
1179,1179:0,Bayıldığım bir yer mekan çok hoş her mezeyi tatmak gerekli evet keşke fiyatlar daha insani boyutta olsa muhteşem olurdu ama ne yapayım o kadar keyif alıyorum ki verdiğimiz para can acıtmıyor sadece daha seyrek gitmemize sebep oluyor ortam yemekler ve müzik herşey harika,positive,FOOD#QUALITY,yemekler
1179,1179:0,Bayıldığım bir yer mekan çok hoş her mezeyi tatmak gerekli evet keşke fiyatlar daha insani boyutta olsa muhteşem olurdu ama ne yapayım o kadar keyif alıyorum ki verdiğimiz para can acıtmıyor sadece daha seyrek gitmemize sebep oluyor ortam yemekler ve müzik herşey harika,positive,RESTAURANT#GENERAL,mekan
1179,1179:0,Bayıldığım bir yer mekan çok hoş her mezeyi tatmak gerekli evet keşke fiyatlar daha insani boyutta olsa muhteşem olurdu ama ne yapayım o kadar keyif alıyorum ki verdiğimiz para can acıtmıyor sadece daha seyrek gitmemize sebep oluyor ortam yemekler ve müzik herşey harika,negative,RESTAURANT#PRICES,fiyatlar
1179,1179:0,Bayıldığım bir yer mekan çok hoş her mezeyi tatmak gerekli evet keşke fiyatlar daha insani boyutta olsa muhteşem olurdu ama ne yapayım o kadar keyif alıyorum ki verdiğimiz para can acıtmıyor sadece daha seyrek gitmemize sebep oluyor ortam yemekler ve müzik herşey harika,positive,AMBIENCE#GENERAL,ortam
1180,1180:0,nadir güllüoglunun yeri güzel bakimli ve taze lezzet sunuyor sadece bana çok sekerli geliyor damak tadimdan kaynaklanabilir hepsini genelde denedim fistikli baklava güzel,neutral,FOOD#QUALITY,NULL
1180,1180:0,nadir güllüoglunun yeri güzel bakimli ve taze lezzet sunuyor sadece bana çok sekerli geliyor damak tadimdan kaynaklanabilir hepsini genelde denedim fistikli baklava güzel,positive,LOCATION#GENERAL,nadir güllüoglunun yeri
1180,1180:0,nadir güllüoglunun yeri güzel bakimli ve taze lezzet sunuyor sadece bana çok sekerli geliyor damak tadimdan kaynaklanabilir hepsini genelde denedim fistikli baklava güzel,positive,FOOD#QUALITY,lezzet
1180,1180:0,nadir güllüoglunun yeri güzel bakimli ve taze lezzet sunuyor sadece bana çok sekerli geliyor damak tadimdan kaynaklanabilir hepsini genelde denedim fistikli baklava güzel,positive,FOOD#QUALITY,fistikli baklava
1181,1181:1,Mekanın içine cidden emek harcandığı her halinden belli.,positive,AMBIENCE#GENERAL,Mekanın içine
1181,1181:2,"Ne kadar yoğun olursa olsun, servis hızlı yenilen her şey çok lezzetli.",positive,FOOD#QUALITY,yenilen her şey
1181,1181:2,"Ne kadar yoğun olursa olsun, servis hızlı yenilen her şey çok lezzetli.",positive,SERVICE#GENERAL,servis
1181,1181:3,Pastırmalı yumurta konusunda hala gönlümün tek sultanıdır Sütiş.,positive,FOOD#QUALITY,Pastırmalı yumurta
1182,1182:0,Hasan Kolcuoğlu çok pahalı diyemem ama hesap yüksek sayılır; ayrıca sözde açık ama aslında kapalı alanında sigara içiliyor.,negative,AMBIENCE#GENERAL,kapalı alanında
1182,1182:0,Hasan Kolcuoğlu çok pahalı diyemem ama hesap yüksek sayılır; ayrıca sözde açık ama aslında kapalı alanında sigara içiliyor.,negative,RESTAURANT#PRICES,hesap
1182,1182:1,"Mezeler çok çeşitli ve lezzetli, metrelik kebabı da güzel, o da gayet lezzetli fakat mecburen fix menü alınıyor.",negative,AMBIENCE#GENERAL,fix menü
1182,1182:1,"Mezeler çok çeşitli ve lezzetli, metrelik kebabı da güzel, o da gayet lezzetli fakat mecburen fix menü alınıyor.",positive,FOOD#QUALITY,Mezeler
1182,1182:1,"Mezeler çok çeşitli ve lezzetli, metrelik kebabı da güzel, o da gayet lezzetli fakat mecburen fix menü alınıyor.",positive,FOOD#STYLE_OPTIONS,Mezeler
1182,1182:1,"Mezeler çok çeşitli ve lezzetli, metrelik kebabı da güzel, o da gayet lezzetli fakat mecburen fix menü alınıyor.",positive,FOOD#QUALITY,metrelik kebabı
1182,1182:2,"Para ödeyip istediğini yiyememek biraz gereksiz israfa sebep oluyor, bence değişmeli",negative,FOOD#STYLE_OPTIONS,istediğini
