RID,SID,text,polarity,category
1108,1108:2,Tavukgöğsü başarılı :,positive,FOOD#QUALITY
1109,1109:0,Berbat biyer rezervasyon yaptirdigim halde misafirlerime rezil oldum rezalet biyer calisanlarin tavirlari olsun ilgileri herseyi rezalet otesi,negative,RESTAURANT#GENERAL
1109,NULL,NULL,negative,SERVICE#GENERAL
1110,1110:0,Küçük Ev Express ile mekanist etkinligi ile tanistik.,positive,RESTAURANT#GENERAL
1110,1110:1,Çömlekte ev yapimi yogurtlarini mutlaka deneyin.,positive,FOOD#PRICES
1110,1110:2,Eski zamanlar biraktigimiz gerçek yogurdun tadini yakalayacaksiniz.,positive,AMBIENCE#GENERAL
1110,1110:3,Fiyati da saka gibi.,positive,FOOD#QUALITY
1110,1110:4,3.75 TL.,positive,SERVICE#GENERAL
1110,1110:5,Mükellef bir yemek sonrasi ortalama 15-25 TL'ye mekandan çikabilirsiniz.,NULL,NULL
1110,1110:6,"Dekorasyon zevkli olmus, özellikle mekanin ortasina konuslanmis bonsai agaç beni benden aldi.",NULL,NULL
1110,1110:7,"Evet, bonsai hayraniyim!",NULL,NULL
1110,1110:8,Çok iyi karsilandik ve sonuna kadar el üstünde tutulduk.,NULL,NULL
1110,1110:9,Harikasiniz arkadaslar.,NULL,NULL
1110,1110:10,Böyle devam!,NULL,NULL
1110,1110:11,) Her seyden ufak ufak tattik.,NULL,NULL
1110,1110:12,Yemeklerde favorilerim döner ve kavurmali pide oldu.,NULL,NULL
1110,1110:13,Kavurmali pide için tekrar ugrayacagim.,NULL,NULL
1110,1110:14,Tatlilarda tavuk gögsü gerçekten lezizdi.,NULL,NULL
1110,1110:15,"Irmik helvasinin da tavuk gögsünden eksigi yoktu, sekeri kivamindaydi ve hafifti.",NULL,NULL
1111,1111:0,"Buraya sık geliyorum, leventte çalışanların da çok tercih ettiği bir yer.",positive,FOOD#QUALITY
1111,1111:1,Yemekleri eskiden daha güzeldi özellikle mantısı çok başarılıydı.,positive,RESTAURANT#GENERAL
1111,1111:2,"Ancak her gün çeşit çeşit ev yemeğinin çıkıyor olması çok cazip, ister zeytinyağlılar ister sıcak yemekler insanı her gün fast food yemekten alıkoyuyor.",positive,FOOD#STYLE_OPTIONS
1111,1111:3,"Zeytinyağlı tabağı başarılı, salatalarının da porsiyonu çok büyük tavsiye ederim.",NULL,NULL
1112,1112:0,denız kenarı gıbıdır ancak arada bır arsalık mesafe vardır.,negative,AMBIENCE#GENERAL
1112,1112:1,ve oradakı koku olayına bır hal care bulamadıkları ıcın yazık olan mekandır.,NULL,NULL
1112,1112:2,emırgandakı sutısı mumla aratmaktadır.,NULL,NULL
1113,1113:0,Taksim'de kendi tarzına göre keyifle gidilecek mekanlardan biri.,positive,FOOD#QUALITY
1113,1113:1,Gündüz ayrı gece ayrı olarak değerlendirebilirim.,positive,RESTAURANT#GENERAL
1113,1113:2,Hizmet kalitesi daha önce Avrupa'da gittiğim şubelere göre burada daha iyi diyebilirim.,neutral,DRINKS#QUALITY
1113,1113:3,Bu yüzden tip bırakmayı unutmayın :,NULL,NULL
1113,1113:4,) Hamburgeri hoşuma gidiyor ve NY steak de tavsiye edebilirim.,NULL,NULL
1113,1113:5,İçecek olarak genelde bira sevdiğim için kokteylleri için bir şey söyleyemeyeceğim.,NULL,NULL
1113,1113:6,Afiyetle!,NULL,NULL
1114,1114:0,Ben artık happy moons u beğenmiyorum.,positive,DRINKS#QUALITY
1114,1114:1,Servisi iyiydi çalışanları güleryüzlü fakat yemeklerinden eskiden aldığım tadı almıyorum.,negative,FOOD#QUALITY
1114,1114:2,"Ben bi tek çilekli limonatasını beğendim, çok tavsiye etmem",negative,RESTAURANT#GENERAL
1114,NULL,NULL,positive,SERVICE#GENERAL
1115,1115:0,Öyle bir manzara ve konum için olabilecek son mekan filizler olmalıydı.,positive,AMBIENCE#GENERAL
1115,1115:1,Zaman kaybı!,negative,RESTAURANT#GENERAL
1116,1116:0,Yemekleri fena degil.,conflict,FOOD#QUALITY
1116,1116:1,Ozellikle zeytinyaglilari guzel.,negative,SERVICE#GENERAL
1116,1116:2,Galata cevresinde zeytinyagli veya ev yemegivari yiyebilecegimiz nadir yerlerden oldugu icin tercih ediyorduk.,NULL,NULL
1116,1116:3,Ama dunyanin en yavas evlere servis hizmetini sunuyorlar.,NULL,NULL
1116,1116:4,Hele de ogle saatinde 50 ile 70 dakika beklemeye hazir olun.,NULL,NULL
1116,1116:5,Ogle saatleri degilse de 25-30 dk beklemeyi goze almak gerekiyor.,NULL,NULL
1116,1116:6,En son soyledigimiz firinda makarnasi da kuru geldikten sonra bir daha siparis vermemeye karar verdik.,NULL,NULL
1117,1117:0,"Manzarasi çok güzel , dekorasyonda çok başarılıydı , kahvaltı için gittik kahvaltı güzeldi ama omleti beğenmedim çok tatsızdı.",negative,RESTAURANT#GENERAL
1117,1117:1,Geri kalan hersey tazeydi kayısı ve cevizle süslemeleri çok hoşuma gitti kahvaltıya fresh bir hava katmışlar.,negative,FOOD#STYLE_OPTIONS
1117,1117:2,Kahvaltısı için gidebilir ama garsonlar servis ederken gördüğüm kadarıyla yemek porsiyonları küçüktü ve sunum hoşuma gitmedi .,positive,AMBIENCE#GENERAL
1117,1117:3,Kısacası manzarası için gidilebilinir bir yer sadece .,conflict,FOOD#QUALITY
1117,NULL,NULL,positive,SERVICE#GENERAL
1118,1118:0,"İlk Evlilik yıldönümü yemeğimizi burada yemiştik, karşılama gayet güzel kibar çalışanlar.",positive,AMBIENCE#GENERAL
1118,1118:1,Sunumu beğendik.,positive,RESTAURANT#GENERAL
1118,1118:2,Sakin mutlu bir yemekti.,positive,SERVICE#GENERAL
1118,1118:3,Tekrar gitmeyi düşünürüm.,NULL,NULL
1119,1119:0,"Klasik rakı-balık-fasıl üçlemesinden sıkılan, ve mezelere odaklanmak isteyenler için en iyi alternatif.",positive,RESTAURANT#PRICES
1119,1119:1,Manzara olarak en iyi seçeneği sunmasa da lakerdası başta olmak üzere bütün mezeleri denemeye değer.,neutral,AMBIENCE#GENERAL
1119,1119:2,"Fıstıklı peynirli meze, buraya özel bir lezzet.",positive,FOOD#QUALITY
1119,1119:3,Kişi başı 60 liraya rakınız ve mezelerinizle güzel bir akşam geçirmeniz garanti.,NULL,NULL
1120,1120:0,"Konum itibariyle cok guzel yerde, manzarasi enfes.",positive,AMBIENCE#GENERAL
1120,1120:1,"Limonatasi kocaman ve lezzetliydi, ""ayvalik tostu""nu yeniden yorumlayarak tamamen farkli bir hale getirmisler, fena degildi.",negative,SERVICE#GENERAL
1120,1120:2,"Ancak mekanin en buyuk sıkıntısı hizmet kalitesi, cok cok yavaslar!",positive,LOCATION#GENERAL
1120,1120:3,"Ki bana gore bir mekanda olmasi gereken en onemli ozellik ""hizmet kalitesi"" En buyuk kurtaricisi lokasyon ve muhtesem bogaz manzarasi!",positive,DRINKS#QUALITY
1120,NULL,NULL,neutral,FOOD#QUALITY
1120,NULL,NULL,positive,DRINKS#STYLE_OPTIONS
1121,1121:0,Sinirsz kahvalti keyfi için harika bir yer.,positive,AMBIENCE#GENERAL
1121,1121:1,Manzarasi cok güzel.,negative,SERVICE#GENERAL
1121,1121:2,Garsonlar biraz daha güler yüxlü olabilir.,positive,RESTAURANT#GENERAL
1121,1121:3,40 tl kisi basi.,positive,FOOD#QUALITY
1121,1121:4,Zengin bir acik büfe menüsü var.,positive,FOOD#STYLE_OPTIONS
1121,1121:5,Keyifli bir yer.,neutral,RESTAURANT#PRICES
1122,1122:0,Son zamanların benim için en büyük hayal kırıklığı.,positive,SERVICE#GENERAL
1122,1122:1,Bu kadar büyük merakla gelip de yediklerimden bu kadar az haz ettiğim başka bir yer olmadı.,negative,FOOD#QUALITY
1122,1122:2,"Garson arkadaşlar, mekanın manzarası, hizmet şahane ama lezzet adına söyleyebileceğim çok şey yok.",negative,RESTAURANT#GENERAL
1122,1122:3,Köprü altı yerleri gibi kalamar koydular önümüze.,positive,AMBIENCE#GENERAL
1122,1122:4,Bunu yazarken henüz hesap gelmemişti ve değerlendirmemi tamamen bağımsız şekilde yapıyorum.,NULL,NULL
1122,1122:5,Yeşilköy efsanesi burada sürmemiş,NULL,NULL
1123,1123:0,"Yıllar önce keyifli mekan sayısı azken sıklıkla tercih ettiğimiz, mekan sayısı arttıkça da geri plana ittiğimiz mekanlardan.",positive,AMBIENCE#GENERAL
1123,1123:1,Bahçesi insana huzur veriyordu...,neutral,RESTAURANT#GENERAL
1124,1124:0,"Manzara guzel servis rezalet , 3 kere soylemeden getirmiyorlar , iki kere degil 5 kere dusunun gelirken",positive,AMBIENCE#GENERAL
1124,NULL,NULL,negative,SERVICE#GENERAL
1125,1125:0,Bir yanı benzinlik bir yanı mezarlık manzaralı ama çokta tutan bir cafe.,neutral,FOOD#QUALITY
1125,1125:1,E5 üstünde olduğu için çabuk direksiyon kırılıp az vakitte çok oturmalık kolaylığı için tercih ettik.,positive,LOCATION#GENERAL
1125,1125:2,Bahçesi keyifli yemekte çok kötü değildi.,positive,AMBIENCE#GENERAL
1125,1125:3,Arkasından içtiğimiz kahve için çok beklesekte fazla beklentisiz bir cafe olduğundan notu 3.5 olarak verdim,positive,RESTAURANT#GENERAL
1125,NULL,NULL,negative,SERVICE#GENERAL
1126,1126:0,Acik kasarli pide.,positive,FOOD#QUALITY
1126,1126:1,"besiktas barbarosta bulunan sampi sabaha kadar acik,gece cani cekenler icin ideal ve paket servisi de var,kapali kasarlisi da cok lezzetli oluyor",NULL,NULL
1127,1127:0,Pizzalarini fena bulmadim.,positive,DRINKS#QUALITY
1127,1127:1,Acikcasi cok ayilip bayilani var ama ben daha kalin hamurlu pizzalari seviyorum.,positive,AMBIENCE#GENERAL
1127,1127:2,Ama Pizzeria Trio' nun pizzalari da guzel.,conflict,FOOD#QUALITY
1127,1127:3,Ben Trio Speciale yi tercih ettim.,negative,FOOD#STYLE_OPTIONS
1127,1127:4,Eti kotuydu net ama geri kalan urunleri fena sayilmazdi.,NULL,NULL
1127,1127:5,İnanilmaz bir manzaraya sahip bu arada mekan.,NULL,NULL
1127,1127:6,"Pizza, sarap, manzara kombini icin gidilebilir.",NULL,NULL
1128,1128:0,Özellikle bahçesini tercih edin giderseniz.,negative,RESTAURANT#PRICES
1128,1128:1,açık alan gayet rahat.,negative,FOOD#STYLE_OPTIONS
1128,1128:2,gürüldü de daha az.,positive,AMBIENCE#GENERAL
1128,1128:3,"içecekler güzel, ama fastfood tarzı atıştırmalık tercih edecekseniz pek tavsiye etmem.",negative,FOOD#QUALITY
1128,1128:4,Yemekler fena değil fakat porsiyonlar çok ufak.,positive,DRINKS#QUALITY
1128,1128:5,rejim yapanlar düşünülmüş sanırım.,NULL,NULL
1128,1128:6,Fiyat biraz fazla gibi.,NULL,NULL
1129,1129:0,Burasi eskiden favori yerlerimdendi menüsü degisti ve artik eski menudeki yemeklerin bile tadi ayni degil lezzet olarak cok kötü.,positive,AMBIENCE#GENERAL
1129,1129:1,Lezzet disinda degerlendirirsek hem dis alani bahcesiyle hemde ic alani rahat buyuk koltuklariyla cok keyifli bir mekan,negative,FOOD#QUALITY
1130,1130:0,Denize yakın yer bulursanız şanslısınız ...,positive,RESTAURANT#GENERAL
1130,1130:1,Tadı bir başka aşşkın kuruçeşmenin en iyi mekanı diyebiliriz arkadaşlarla kahve içip sohbet etmek burda bir başka,NULL,NULL
1131,1131:0,Kadıköy'ün bira cennetlerinden biri.,positive,DRINKS#STYLE_OPTIONS
1131,1131:1,Eski çalışanları daha iyi ve samimiydi diye düşünüyorum.,positive,AMBIENCE#GENERAL
1131,1131:2,"Mevcut çalışanlarının marjinal görünümlerini yadırgamamakla birlikte , bu marjinal görüntü hafiften cool davranışlara kaçıyor, bu da hizmete olumsuz yansıyor.",neutral,FOOD#QUALITY
1131,1131:3,Daha gülümseyen bir çalışan profili olmalı.,negative,SERVICE#GENERAL
1131,1131:4,"Hizmeti ortalama, yemekler ortalama.",NULL,NULL
1131,1131:5,Yine de bol çeşit bira denemek ve müzik dinlemek için gidilmeli.,NULL,NULL
1132,1132:0,Yemekler çok vasat.,negative,FOOD#STYLE_OPTIONS
1132,1132:1,her zaman çok yoğun.,positive,RESTAURANT#PRICES
1132,1132:2,içerde müzikten birbirini duyamıyorsun.,negative,AMBIENCE#GENERAL
1132,1132:3,servis elemanları kaba.,negative,FOOD#QUALITY
1132,1132:4,sadece fiyatlar makul.,negative,SERVICE#GENERAL
1132,1132:5,menü kısıtlı,NULL,NULL
1133,1133:0,"Cizbiz koftesi , sutis moccachinosu , dtox corbasi ve haftasonu hahvalti zenginligiyle tavsiye edebilecegim bir Mekan manzarasi , ulasim rahatligi konforuyle denemenizi tavsiye Ederim",positive,DRINKS#QUALITY
1133,NULL,NULL,positive,LOCATION#GENERAL
1133,NULL,NULL,positive,AMBIENCE#GENERAL
1133,NULL,NULL,positive,FOOD#QUALITY
1133,NULL,NULL,positive,FOOD#STYLE_OPTIONS
1134,1134:0,Sosyal medyada ünlü olduktan sonra kaliteyi düşürmüş mekanlardan bir tanesi.,negative,FOOD#QUALITY
1134,1134:1,"Manzarası muhteşem,servis orta ama yemekler üzgünüm kötü.",negative,RESTAURANT#GENERAL
1134,1134:2,"Arkadaşım aşkı memnu söyledi,ben de cheescake söyledim.",positive,AMBIENCE#GENERAL
1134,1134:3,İkisi de durmuş ve kötü kalite malzeme kullanılmıştı.,NULL,NULL
1134,1134:4,En azından adlarıyla özdeşleşmiş tatlılarına özen göstermelerini beklerdim.,NULL,NULL
1134,1134:5,Bu manzarada ne versek yerler mantığında bir işletmenin Kuruçeşme'de olmasına çok üzüldüm.,NULL,NULL
1134,1134:6,"Önermiyorum, eminim aynı güzellikte manzaraya sahip ama yemekleri müşteriye saygı gereği taze ve iyi malzemeyle yapılmış bir yer bulabilirsiniz civarda.",NULL,NULL
1135,1135:0,anzarasi harika...,positive,AMBIENCE#GENERAL
1135,1135:1,- Burasi haftada bir ugramaya çalistigim ve manzarasina bayildigim bir mekan.,negative,FOOD#QUALITY
1135,1135:2,Ancak bir seyler yemek için çok iyi denemez.,negative,SERVICE#GENERAL
1135,1135:3,Pastalari 3. sinif pastane mamulleri gibi...,NULL,NULL
1135,1135:4,Ayrica genelde çok kalabalik olmasi nedeniyle yer kapmak için bayagi bir ugrasmak gerekiyor.,NULL,NULL
1136,1136:0,Servis vasat.,negative,FOOD#QUALITY
1136,1136:1,"Çatal, bıçak pis ve cevizli baklavası şerbetinden insanın midesini bulandiriyor.",negative,SERVICE#GENERAL
1136,1136:2,Ayrıca baklava yanmış gibi.,NULL,NULL
1136,1136:3,Fıstıklı tatlılar idare eder.,NULL,NULL
1136,1136:4,Uğramaya gerek yok çok daha iyi yerler var.,NULL,NULL
1137,1137:0,Karakoyde yer alan sirin bir cafe.,negative,RESTAURANT#PRICES
1137,1137:1,3 kisi icin idealdi.,positive,DRINKS#QUALITY
1137,1137:2,Sık sık gelip butun caylardan denemek lazim.,positive,RESTAURANT#GENERAL
1137,1137:3,Fiyatlar yuksek ama verdiginiz paraya degiyo,positive,AMBIENCE#GENERAL
1137,1137:4,Dekorasyonu cok hos.,NULL,NULL
1137,1137:5,Cok rahat koltuklari var.,NULL,NULL
1137,1137:6,Oturup saatlerce kaliteli cay esliginde muhabbet edebilirsiniz.,NULL,NULL
1137,1137:7,Arkadasim ozel demlikte cin cayi soyledi ben de ev yapimi seftalili buzlu cay.,NULL,NULL
1137,1137:8,Buzlu cay hayatimda ictigim en iyi buzlu caydi.,NULL,NULL
1137,1137:9,Seker orani yerindeydi ve cok ferahlatiyordu.,NULL,NULL
1137,1137:10,Cin cayi nin tadi da cok guzeldi.,NULL,NULL
1137,1137:11,Kavun aromasinin kivami yerindeydi ama ic ic bitmedi bir turlu.,NULL,NULL
1138,1138:0,Fiyat/Performans olarak gidilebilecek mekanlardan birisi Uzunlar Kebap.,positive,RESTAURANT#PRICES
1138,1138:1,Piyasada bulunan kebapçılara göre 1 tık daha iyidir.,positive,RESTAURANT#GENERAL
1138,1138:2,"Haftasonu gezmeleri için de gidilebilir, aç kaldığınızda yemeğimi yiyip hemen kalkayım mantığında da gidebilirsiniz.",NULL,NULL
1139,1139:0,"Berbat bir yer,insanlarin sefil oldugu,göcmen burosuna sıra bekleyen biri gibi hissettim,rezalet...",negative,RESTAURANT#GENERAL
1139,1139:1,asla gitmeyin.,negative,SERVICE#GENERAL
1139,1139:2,paranızla rezil olmak isterseniz buyrun derim.,NULL,NULL
1140,1140:0,Bir goz baslayan ekonomik hayatina neredeyse tum sokaga yerleserek devam eden bir isletme.,positive,FOOD#QUALITY
1140,1140:1,Menusundeki hemen hemen hersey oldukca lezzetli.,NULL,NULL
1140,1140:2,Ozellikle acik bufe sabah kahvaltisi evinizde yapiyormus gibi keyifli.,NULL,NULL
1140,1140:3,"Ogle yemeklerinde mutlaka erken orda olmak gerek, yoksa yiyeceknyemek bulmakta zorlanabilirsiniz.",NULL,NULL
1141,1141:0,"Standart bir kahvalti fakat ortam,servis,mekanin konumu çitayi yükseltiyor.",positive,RESTAURANT#GENERAL
1141,1141:1,"Özellikle servis elemani Sezgin bey 'in isini bu kadar iyi yapmasi ve herkesle esit ayni güler yüzle ilgilenmesi , masalar arasi slalom yaparken hiç bir istegi ikiletmemesi hepimizin sempatisini ve takdirini kazandi.",positive,AMBIENCE#GENERAL
1141,1141:2,Göksu'da gidilebilecek en hos cafelerden biri bence.,neutral,FOOD#QUALITY
1141,NULL,NULL,positive,SERVICE#GENERAL
1142,1142:0,Geniş bahçesi ve terası ile bu lokasyona yakın arkadaşların yaz akşamlaında açık haavada nargile keyfi yapabilecekleri bir mekan.,positive,AMBIENCE#GENERAL
1142,1142:1,çıkışta dürüm tır da dürümlerinizi yiyebilirsiniz ?,NULL,NULL
1143,1143:0,Ulasim oldukca kolay.,positive,LOCATION#GENERAL
1143,1143:1,Otoparki vale sistemiyle calisiyor.,positive,AMBIENCE#GENERAL
1143,1143:2,Cevre duzenlemesi okadar guzel yapilmiski daha yemekleri tatmadan iyi geldim diyorsunuz.,positive,FOOD#QUALITY
1143,1143:3,"Etler , meze, salata ve patates kizartmasi da size kesinlikle aksini dusundurmuyor.",NULL,NULL
1143,1143:4,Hepsi ayri lezzetli.,NULL,NULL
1144,1144:0,Acildigindan beri ara sira gidiyordum.,negative,RESTAURANT#GENERAL
1144,1144:1,Ickiyi yasakladiklari icin (kendi tabirleriyle %15 musteriden biri old.,NULL,NULL
1144,1144:2,icin) artik gitmiyorum.,NULL,NULL
1144,1144:3,Yasaklatanlara hayirli olsun!,NULL,NULL
1145,1145:0,Vasat - Istanbul'daki kebapçilarla kiyaslayacak olursak gerçekten vasat.,positive,AMBIENCE#GENERAL
1145,1145:1,Ama benim derdim kebap degil yeni bir yer görmek diyorsaniz kesinlikle tavsiye edilir.,neutral,FOOD#QUALITY
1145,1145:2,Ancak çok büyük beklentiyle gidilmemeli ki sonra çok üzülmemeli:,neutral,RESTAURANT#GENERAL
1146,1146:0,Ozel gun yemeklerinizi yiyebileceginiz luks bir restorant.,positive,DRINKS#STYLE_OPTIONS
1146,1146:1,Kulbasti ve ozellikle ev yapimi sufleyi tavsiye ediyorum.,positive,FOOD#QUALITY
1146,1146:2,Rezervasyon sirasinda ozel gununuzu soylediginiz takdirde sampanya ikramlari oluyor bu guzel bir jest,positive,RESTAURANT#GENERAL
1146,NULL,NULL,positive,SERVICE#GENERAL
1147,1147:0,Yemek servisi ve lezzeti iyi bir restaurant.,negative,RESTAURANT#PRICES
1147,1147:1,Servis Süreleri biraz uzun birde bulunduğu mekana ve mekanın fiziksel kalitesine göre fiyatlar pahalı.,positive,FOOD#QUALITY
1147,1147:2,Daha mütevazı menu fiyatları olsa daha sık ziyaret edilebilir,conflict,SERVICE#GENERAL
1148,1148:0,Çikolatalı baklavasına bayılıyorum kesinlikle en favori tatlım.,positive,RESTAURANT#GENERAL
1148,1148:1,Diğer bütün tatlılarının kalitesi ve lezzeti üst seviyede.,positive,FOOD#QUALITY
1148,1148:2,Güllüoğlu bu konuda uzman.,NULL,NULL
1149,1149:0,Nusret etin prensi diyorsak bildiğimiz var ki diyoruz.,positive,FOOD#QUALITY
1149,1149:1,😎 Etleri muhteşem lezzetliydi.,NULL,NULL
1149,1149:2,Evde de aynısını bir aşçı adayı olarak yapsam bile Nusret'inki farklı.,NULL,NULL
1149,1149:3,Kaliteli yemek sevenler mutlaka gitsin denesin.,NULL,NULL
1150,1150:0,Jumbo combo ve kola istedim ama börek ve tavuk parçaları dışındaki tatlar bana göre değildi.,positive,RESTAURANT#GENERAL
1150,1150:1,Sosları sevmedim ve soğan halkalarının tadı tatlı geldi.,positive,AMBIENCE#GENERAL
1150,1150:2,Nachos istemediğime pişman oldum.,negative,FOOD#QUALITY
1150,1150:3,Cumartesi olmasına rağmen sakindi.,positive,SERVICE#GENERAL
1150,1150:4,Telefonun şebekesi çekmediği için wifi ye bağlanmak istedim ama oturduğum müddetçe başarılı olmadım.,NULL,NULL
1150,1150:5,Servis hızlı ve çalışanları pozitifti.,NULL,NULL
1150,1150:6,Güzel bir cafe ama maalesef hard rock değil.,NULL,NULL
1151,1151:0,"açıkçası çokta tavsiye edilecek bir yer değil bence , press ile yanyana olunca bir orayada bakayim dedim fakat oturmamla kalkmam bir oldu .",negative,RESTAURANT#PRICES
1151,1151:1,Sadece Türk kahvesi var ve bir sürü çay çeşidi tadlari belki güzeldir ama hem pahali hem gereksiz bir yer bence,negative,RESTAURANT#GENERAL
1152,1152:0,Birde burdaki yerini deniyeyim dedim geçenlerde ama tam bir hayal kirikligi garsonlar asiri ilgisiz kebaplar diger subelerine göre basarisiz cok sarimsakli ve rahatsiz edici manzara gibi bir olayi yok bridge 'in tam tersi tarafinda kaldigi icin evlere bakiyor bos bos gitmeye degecek bir yer degil lezzette kötü zaten ilk ve son gidisim olacak fakat servis için göztepe subesi gerçekten güzel salatalari bile paket sekilde gonderiyor .,negative,SERVICE#GENERAL
1152,NULL,NULL,negative,AMBIENCE#GENERAL
1152,NULL,NULL,negative,FOOD#QUALITY
1152,NULL,NULL,negative,RESTAURANT#GENERAL
1153,1153:0,"Dostlarinizla birlikte gürültüden uzak, bir seyler içme düsüncesindeyseniz birbirinizin sesini rahatlikla duyabileceginiz mükemmel bir yer Limonlu Bahçe.",negative,FOOD#PRICES
1153,1153:1,Bahçesindeki kedilerinin birbirini kovalamasi ise mutluluktan midenizde kelebekler uçurtuyor!,positive,AMBIENCE#GENERAL
1153,1153:2,Tek sorun siparisin çok geç gelmesi ve yemeklerin performans-fiyat birlikteliginin tutarli olmamasi,negative,SERVICE#GENERAL
1154,1154:0,"Popülerliğin etkisiyle kaliteyi düşüren, malzemeyi azaltan bir yer oldu.",negative,AMBIENCE#GENERAL
1154,1154:1,Baklavada fıstığı ara ki bulasın.,negative,FOOD#QUALITY
1154,1154:2,"Paket alınan baklavaların bayat olma ihtimali yüksek, dikkatli olun.",negative,RESTAURANT#GENERAL
1154,1154:3,Su böreği de kötü.,negative,FOOD#STYLE_OPTIONS
1154,1154:4,Zaten o kalabalıkta oturmaya o gürültüyü çekmeye bile değmez.,NULL,NULL
1155,1155:0,Normal mekan normal tatlar.,neutral,AMBIENCE#GENERAL
1155,1155:1,Övgü üzerine gitmiştik ama fazla beklentiye girince bazen normal bulacağınız şeyi de bepenmeyebiliyorsunuz.,negative,FOOD#QUALITY
1155,1155:2,Bence istanbulda iyi denilen mekanlarda bile meze probleni var.,negative,RESTAURANT#GENERAL
1155,1155:3,Sıradan lezzetler.,NULL,NULL
1155,1155:4,Burda da aynı durum geçerli işte,NULL,NULL
1156,1156:0,Her zaman keyifli - Her zaman keyifle gittigim mekanlardan biri olmustur.,positive,FOOD#QUALITY
1156,1156:1,Bahçesi çok güzel.,positive,AMBIENCE#GENERAL
1156,1156:2,Misafirlerini çok güzel host ediyorlar.,positive,RESTAURANT#GENERAL
1156,1156:3,Canyon Road ve Big Burger her zaman favorimdir.,positive,SERVICE#GENERAL
1157,1157:0,Pardon biraz once yazmistim.,negative,AMBIENCE#GENERAL
1157,1157:1,Tekrar yazayim dedim.,NULL,NULL
1157,1157:2,Biri lutfen arka masada oturan bayanlari ikaz etsin:,NULL,NULL
1157,1157:3,cok yuksek sesle gulup egleniyorlar.,NULL,NULL
1158,1158:0,Ugramadan geçmeyin - Konum olarak güzel bir yere kurulan ve disaridan geçerken görsel olarak içeri çagiran ayrica içeri girildiginde de pisman etmeyen bir mekan.,positive,LOCATION#GENERAL
1158,1158:1,"Burasi oldukça lezzetli yemekler yapiyor ve sunum, hijyen, herkes çok sicak kesinlikle gidilmeli.",positive,AMBIENCE#GENERAL
1158,NULL,NULL,positive,FOOD#QUALITY
1158,NULL,NULL,positive,SERVICE#GENERAL
1159,1159:0,"Güzel manzara, yetersiz menü - Otagtepe'nin manzarasi çok güzel ancak ne yazik ki bu manzaraya uyacak bir menü zenginligi, yemek kalitesi yok.",negative,SERVICE#GENERAL
1159,1159:1,Hizmet kalitesi de iyi degil.,positive,AMBIENCE#GENERAL
1159,NULL,NULL,negative,FOOD#QUALITY
1159,NULL,NULL,negative,FOOD#STYLE_OPTIONS
1160,1160:0,Deniz mahsullü pizzası güzel değil.,neutral,AMBIENCE#GENERAL
1160,1160:1,"Riske girmeden hamburger, wrap, sandviç tarzı bir şey söylemek en mantıklısı.",negative,FOOD#QUALITY
1160,1160:2,Ayrıca rezervasyon alıyorlar ki Numnum'sınız siz havanız kime diyesi geliyor insanın.,negative,SERVICE#GENERAL
1161,1161:0,"Pek çok kişiden duyunca merak edip öğlene doğru gittik mekana,denilenin aksine boştu ama sonrasında epey doldu.",negative,FOOD#QUALITY
1161,1161:1,Fırında makarnasını denedim ama çok beğendiğimi söyleyemeyeceğim.,NULL,NULL
1161,1161:2,Zeytinyağlıları deneyince tam fikrimi belireteceğim.,NULL,NULL
1162,1162:0,"3 aydir haftasonlari ugrak noktamizdi, Kahvehane gibi maç ücreti 10 tl diye yazdilar yaa o gun bizim gozumuzde bitti.",negative,RESTAURANT#PRICES
1162,1162:1,Gidicekler simdiden dikkatli olsun.,negative,RESTAURANT#GENERAL
1163,1163:0,"Mudavimi oldugum diger mekanim, ascisi super yemekler cikariyor isletmecisini cok seviyoruz , balli tavuk salata , yesil mercimek corbasi, kestanesi suflesi ve birbirinden saglikli fresh meyve sulari deneyin derim ,bogazin gobeginde yemeginizi yemenin keyfine varin",positive,SERVICE#GENERAL
1163,NULL,NULL,positive,AMBIENCE#GENERAL
1163,NULL,NULL,positive,FOOD#QUALITY
1163,NULL,NULL,positive,RESTAURANT#GENERAL
1163,NULL,NULL,positive,DRINKS#QUALITY
1164,1164:0,Fethipaşa korusunun içinde bulunan manzarasına göre uygun fiyata sahip salaş şık aileye uygun bir mekan.,positive,RESTAURANT#PRICES
1164,1164:1,özellikle yaz akşamları terasında semaver çayını denemelisiniz,neutral,LOCATION#GENERAL
1164,NULL,NULL,positive,AMBIENCE#GENERAL
1164,NULL,NULL,positive,DRINKS#QUALITY
1165,1165:0,yaz ayları için bahçesi beşiktaş'taki en ferah yer olabilir.,positive,AMBIENCE#GENERAL
1165,1165:1,"yemekleri lezzetli, servis hızlı ve çalışanlar güler yüzlü.",positive,FOOD#QUALITY
1165,1165:2,iç dekorasyonu da gayet hoş.,positive,SERVICE#GENERAL
1165,1165:3,müzikler de ortam ile uyumlu.,NULL,NULL
1166,1166:0,Malesef ki sadece pazar günü brunch veren bir yer.,positive,AMBIENCE#GENERAL
1166,1166:1,Kahvaltısını denemediyseniz denemelisiniz çok fazla çeşit var hatta hangisini yesek diye şaşırıyorsunuz.,positive,SERVICE#GENERAL
1166,1166:2,Saatlerce pazar keyfi yapabilceğimiz bir yer.,positive,FOOD#QUALITY
